cq_id;use_case;scenario_step;dimension;question
CQ01296;UC-2;Persistence execution and convergence validation;Inspection;Given a selected HTTP response in UC-2 during Persistence execution and convergence validation, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01297;UC-2;;Retrieval;Return request headers associated with UC-2 scoped to findings with severity descriptors.
CQ01298;UC-2;Reconstruction preview and curated selection;Retrieval;Return parameters associated with UC-2 during Reconstruction preview and curated selection scoped to exchanges with payload bodies.
CQ01299;UC-2;PCAP capture workflow and artifact preparation;Traceability;Trace a resolver to its related all findings in UC-2 during PCAP capture workflow and artifact preparation without relying on manual string parsing.
CQ01300;UC-2;;Retrieval;List URI targets associated with UC-2 scoped to findings with severity descriptors.
CQ01301;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Return jobs associated with UC-2 during Upload of capture artifacts through the Dashboard scoped to a specific dataset.
CQ01302;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Count response headers for UC-2 during Upload of capture artifacts through the Dashboard scoped to requests without responses.
CQ01303;UC-2;Persistence execution and convergence validation;Quantification;Compute the number of payload bodies for UC-2 during Persistence execution and convergence validation scoped to findings produced by one resolver.
CQ01304;UC-2;Reconstruction preview and curated selection;Inspection;Given a selected exchange in UC-2 during Reconstruction preview and curated selection, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01305;UC-2;;Retrieval;Return request–response exchanges associated with UC-2 scoped to a specific path prefix.
CQ01306;UC-2;Reconstruction preview and curated selection;Inspection;For a selected HTTP response in UC-2 during Reconstruction preview and curated selection, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01307;UC-2;Persistence execution and convergence validation;Retrieval;Show HTTP responses associated with UC-2 during Persistence execution and convergence validation scoped to exchanges with payload bodies.
CQ01308;UC-2;;Inspection;Given a selected exchange in UC-2, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01309;UC-2;;Validation;What checks can validate that job monitoring shows consistent state transitions for UC-2?
CQ01310;UC-2;;Quantification;How many rules are available for UC-2 scoped to a specific path prefix.
CQ01311;UC-2;PCAP capture workflow and artifact preparation;Quantification;Compute the number of HTTP requests for UC-2 during PCAP capture workflow and artifact preparation scoped to requests without responses.
CQ01312;UC-2;Persistence execution and convergence validation;Inspection;Given a selected exchange in UC-2 during Persistence execution and convergence validation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01313;UC-2;Upload of capture artifacts through the Dashboard;Validation;What checks can validate that evidence and findings remain separated by named graphs for UC-2 during Upload of capture artifacts through the Dashboard?
CQ01314;UC-2;Reconstruction preview and curated selection;Retrieval;List HTTP requests associated with UC-2 during Reconstruction preview and curated selection scoped to a specific authority.
CQ01315;UC-2;Persistence execution and convergence validation;Inspection;For a selected exchange in UC-2 during Persistence execution and convergence validation, which details can be inspected: linking consistency, associated URI target, available metadata, payload representation?
CQ01316;UC-2;;Retrieval;Enumerate resolvers associated with UC-2 scoped to a specific job identifier.
CQ01317;UC-2;Persistence execution and convergence validation;Retrieval;Enumerate request–response exchanges associated with UC-2 during Persistence execution and convergence validation scoped to exchanges with parameters.
CQ01318;UC-2;Persistence execution and convergence validation;Quantification;How many HTML artifacts are available for UC-2 during Persistence execution and convergence validation scoped to a specific dataset.
CQ01319;UC-2;Reconstruction preview and curated selection;Validation;What checks can validate that reconstructed payloads preserve encoding metadata for UC-2 during Reconstruction preview and curated selection?
CQ01320;UC-2;PCAP capture workflow and artifact preparation;Quantification;How many request headers are available for UC-2 during PCAP capture workflow and artifact preparation scoped to a specific path prefix.
CQ01321;UC-2;;Retrieval;Retrieve rules associated with UC-2 scoped to findings produced by one resolver.
CQ01322;UC-2;Persistence execution and convergence validation;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-2 during Persistence execution and convergence validation?
CQ01323;UC-2;Reconstruction preview and curated selection;Traceability;Follow a job identifier to its related persisted evidence in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ01324;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;Retrieve jobs associated with UC-2 during Upload of capture artifacts through the Dashboard scoped to requests with responses only.
CQ01325;UC-2;;Retrieval;Show response headers associated with UC-2 scoped to requests without responses.
CQ01326;UC-2;PCAP capture workflow and artifact preparation;Validation;What checks can validate that job monitoring shows consistent state transitions for UC-2 during PCAP capture workflow and artifact preparation?
CQ01327;UC-2;;Quantification;Count parameters for UC-2 scoped to exchanges with payload bodies.
CQ01328;UC-2;Upload of capture artifacts through the Dashboard;Retrieval;List parameters associated with UC-2 during Upload of capture artifacts through the Dashboard scoped to a specific job identifier.
CQ01329;UC-2;Upload of capture artifacts through the Dashboard;Quantification;How many HTTP requests are available for UC-2 during Upload of capture artifacts through the Dashboard scoped to findings produced by one resolver.
