cq_id;use_case;scenario_step;dimension;question
CQ01369;UC-2;Upload of capture artifacts through the Dashboard;Traceability;Follow a finding to its related evidence anchors in UC-2 during Upload of capture artifacts through the Dashboard without relying on manual string parsing.
CQ01370;UC-2;Reconstruction preview and curated selection;Quantification;How many HTTP requests are available for UC-2 during Reconstruction preview and curated selection scoped to a specific job identifier.
CQ01371;UC-2;;Traceability;Navigate a finding to its related resolver provenance in UC-2 without relying on manual string parsing.
CQ01373;UC-2;Persistence execution and convergence validation;Retrieval;Show response headers associated with UC-2 during Persistence execution and convergence validation scoped to a specific dataset.
CQ01375;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Compute the number of HTTP responses for UC-2 during Upload of capture artifacts through the Dashboard scoped to a specific dataset.
CQ01377;UC-2;Reconstruction preview and curated selection;Validation;What checks can validate that offline reconstruction keeps request–response links when available for UC-2 during Reconstruction preview and curated selection?
CQ01378;UC-2;PCAP capture workflow and artifact preparation;Inspection;For a selected HTTP request in UC-2 during PCAP capture workflow and artifact preparation, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01379;UC-2;PCAP capture workflow and artifact preparation;Retrieval;Show request–response exchanges associated with UC-2 during PCAP capture workflow and artifact preparation scoped to findings produced by one resolver.
CQ01383;UC-2;Persistence execution and convergence validation;Retrieval;Enumerate request headers associated with UC-2 during Persistence execution and convergence validation scoped to a specific job identifier.
CQ01387;UC-2;Persistence execution and convergence validation;Quantification;How many HTTP responses are available for UC-2 during Persistence execution and convergence validation scoped to exchanges with parameters.
CQ01388;UC-2;;Traceability;Drill down from a URI target to its related all exchanges in UC-2 without relying on manual string parsing.
CQ01389;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Count HTTP responses for UC-2 during Upload of capture artifacts through the Dashboard scoped to requests without responses.
CQ01392;UC-2;;Traceability;Drill down from a resolver to its related all findings in UC-2 without relying on manual string parsing.
CQ01393;UC-2;Reconstruction preview and curated selection;Quantification;Count HTTP requests for UC-2 during Reconstruction preview and curated selection scoped to requests without responses.
CQ01395;UC-2;Persistence execution and convergence validation;Inspection;For a selected HTTP request in UC-2 during Persistence execution and convergence validation, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01399;UC-2;;Retrieval;Retrieve rules associated with UC-2 scoped to exchanges with payload bodies.
CQ01400;UC-2;PCAP capture workflow and artifact preparation;Quantification;Count URI targets for UC-2 during PCAP capture workflow and artifact preparation scoped to a specific path prefix.
CQ01403;UC-2;PCAP capture workflow and artifact preparation;Quantification;Compute the number of HTTP responses for UC-2 during PCAP capture workflow and artifact preparation scoped to exchanges with parameters.
CQ01407;UC-2;;Retrieval;Retrieve findings associated with UC-2 scoped to a specific authority.
CQ01408;UC-2;Reconstruction preview and curated selection;Inspection;For a selected HTTP request in UC-2 during Reconstruction preview and curated selection, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ01409;UC-2;;Traceability;Link a finding to its related evidence anchors in UC-2 without relying on manual string parsing.
CQ01410;UC-2;PCAP capture workflow and artifact preparation;Validation;What checks can validate that the curated selection is the only evidence persisted for the run for UC-2 during PCAP capture workflow and artifact preparation?
CQ01411;UC-2;Reconstruction preview and curated selection;Quantification;How many findings are available for UC-2 during Reconstruction preview and curated selection scoped to findings with severity descriptors.
CQ01414;UC-2;PCAP capture workflow and artifact preparation;Traceability;Link a resolver to its related all findings in UC-2 during PCAP capture workflow and artifact preparation without relying on manual string parsing.
CQ01417;UC-2;Upload of capture artifacts through the Dashboard;Inspection;Given a selected HTTP response in UC-2 during Upload of capture artifacts through the Dashboard, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ01418;UC-2;PCAP capture workflow and artifact preparation;Quantification;Compute the number of findings for UC-2 during PCAP capture workflow and artifact preparation scoped to requests with responses only.
CQ01420;UC-2;Reconstruction preview and curated selection;Traceability;Drill down from a finding to its related resolver provenance in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ01422;UC-2;Persistence execution and convergence validation;Traceability;Drill down from a finding to its related resolver provenance in UC-2 during Persistence execution and convergence validation without relying on manual string parsing.
CQ01423;UC-2;Upload of capture artifacts through the Dashboard;Quantification;Compute the number of HTTP requests for UC-2 during Upload of capture artifacts through the Dashboard scoped to a specific authority.
CQ01427;UC-2;PCAP capture workflow and artifact preparation;Quantification;Summarize the count of rules for UC-2 during PCAP capture workflow and artifact preparation scoped to findings produced by one resolver.
